year,month,region_code,region_name,revenue
2018.0,8.0,UC39,Campbell River,2633000.0
2018.0,9.0,UC39,Campbell River,2277000.0
2018.0,10.0,UC39,Campbell River,1116000.0
2018.0,11.0,UC39,Campbell River,533000.0
2018.0,12.0,UC39,Campbell River,1246000.0
2019.0,1.0,UC39,Campbell River,698000.0
2019.0,2.0,UC39,Campbell River,703000.0
2019.0,3.0,UC39,Campbell River,1189000.0
2019.0,4.0,UC39,Campbell River,954000.0
2019.0,5.0,UC39,Campbell River,1031000.0
2019.0,6.0,UC39,Campbell River,1844000.0
2019.0,7.0,UC39,Campbell River,1946000.0
2019.0,8.0,UC39,Campbell River,3206000.0
2019.0,9.0,UC39,Campbell River,1949000.0
2019.0,10.0,UC39,Campbell River,838000.0
2019.0,11.0,UC39,Campbell River,589000.0
2019.0,12.0,UC39,Campbell River,785000.0
2010.0,1.0,RD19,Cowichan Valley,
2010.0,2.0,RD19,Cowichan Valley,
2010.0,3.0,RD19,Cowichan Valley,
2010.0,4.0,RD19,Cowichan Valley,
2010.0,5.0,RD19,Cowichan Valley,
2010.0,6.0,RD19,Cowichan Valley,
2010.0,7.0,RD19,Cowichan Valley,
2010.0,8.0,RD19,Cowichan Valley,
2010.0,9.0,RD19,Cowichan Valley,
2010.0,10.0,RD19,Cowichan Valley,
2010.0,11.0,RD19,Cowichan Valley,
2010.0,12.0,RD19,Cowichan Valley,
2011.0,1.0,RD19,Cowichan Valley,
2011.0,2.0,RD19,Cowichan Valley,
2011.0,3.0,RD19,Cowichan Valley,
2011.0,4.0,RD19,Cowichan Valley,
2011.0,5.0,RD19,Cowichan Valley,
2011.0,6.0,RD19,Cowichan Valley,
2011.0,7.0,RD19,Cowichan Valley,
2011.0,8.0,RD19,Cowichan Valley,
2011.0,9.0,RD19,Cowichan Valley,
2011.0,10.0,RD19,Cowichan Valley,
2011.0,11.0,RD19,Cowichan Valley,
2011.0,12.0,RD19,Cowichan Valley,
2012.0,1.0,RD19,Cowichan Valley,
2012.0,2.0,RD19,Cowichan Valley,
2012.0,3.0,RD19,Cowichan Valley,
2012.0,4.0,RD19,Cowichan Valley,
2012.0,5.0,RD19,Cowichan Valley,
2012.0,6.0,RD19,Cowichan Valley,
2012.0,7.0,RD19,Cowichan Valley,
2012.0,8.0,RD19,Cowichan Valley,
2012.0,9.0,RD19,Cowichan Valley,
2012.0,10.0,RD19,Cowichan Valley,
2012.0,11.0,RD19,Cowichan Valley,
2012.0,12.0,RD19,Cowichan Valley,
2013.0,1.0,RD19,Cowichan Valley,
2013.0,2.0,RD19,Cowichan Valley,
2013.0,3.0,RD19,Cowichan Valley,
2013.0,4.0,RD19,Cowichan Valley,
2013.0,5.0,RD19,Cowichan Valley,
2013.0,6.0,RD19,Cowichan Valley,
2013.0,7.0,RD19,Cowichan Valley,
2013.0,8.0,RD19,Cowichan Valley,
2013.0,9.0,RD19,Cowichan Valley,
2013.0,10.0,RD19,Cowichan Valley,
2013.0,11.0,RD19,Cowichan Valley,
2013.0,12.0,RD19,Cowichan Valley,
2014.0,1.0,RD19,Cowichan Valley,
2014.0,2.0,RD19,Cowichan Valley,
2014.0,3.0,RD19,Cowichan Valley,
2014.0,4.0,RD19,Cowichan Valley,
2014.0,5.0,RD19,Cowichan Valley,
2014.0,6.0,RD19,Cowichan Valley,
2014.0,7.0,RD19,Cowichan Valley,
2014.0,8.0,RD19,Cowichan Valley,
2014.0,9.0,RD19,Cowichan Valley,
2014.0,10.0,RD19,Cowichan Valley,
2014.0,11.0,RD19,Cowichan Valley,
2014.0,12.0,RD19,Cowichan Valley,
2015.0,1.0,RD19,Cowichan Valley,
2015.0,2.0,RD19,Cowichan Valley,
2015.0,3.0,RD19,Cowichan Valley,
2015.0,4.0,RD19,Cowichan Valley,
2015.0,5.0,RD19,Cowichan Valley,
2015.0,6.0,RD19,Cowichan Valley,
2015.0,7.0,RD19,Cowichan Valley,
2015.0,8.0,RD19,Cowichan Valley,
2015.0,9.0,RD19,Cowichan Valley,
2015.0,10.0,RD19,Cowichan Valley,
2015.0,11.0,RD19,Cowichan Valley,
2015.0,12.0,RD19,Cowichan Valley,
2016.0,1.0,RD19,Cowichan Valley,
2016.0,2.0,RD19,Cowichan Valley,
2016.0,3.0,RD19,Cowichan Valley,
2016.0,4.0,RD19,Cowichan Valley,
2016.0,5.0,RD19,Cowichan Valley,
2016.0,6.0,RD19,Cowichan Valley,
2016.0,7.0,RD19,Cowichan Valley,
2016.0,8.0,RD19,Cowichan Valley,
2016.0,9.0,RD19,Cowichan Valley,
2016.0,10.0,RD19,Cowichan Valley,
2016.0,11.0,RD19,Cowichan Valley,
2016.0,12.0,RD19,Cowichan Valley,
2017.0,1.0,RD19,Cowichan Valley,
2017.0,2.0,RD19,Cowichan Valley,
2017.0,3.0,RD19,Cowichan Valley,
2017.0,4.0,RD19,Cowichan Valley,
2017.0,5.0,RD19,Cowichan Valley,
2017.0,6.0,RD19,Cowichan Valley,
2017.0,7.0,RD19,Cowichan Valley,1956000.0
2017.0,8.0,RD19,Cowichan Valley,1960000.0
2017.0,9.0,RD19,Cowichan Valley,1671000.0
2017.0,10.0,RD19,Cowichan Valley,1040000.0
2017.0,11.0,RD19,Cowichan Valley,819000.0
2017.0,12.0,RD19,Cowichan Valley,722000.0
2018.0,1.0,RD19,Cowichan Valley,778000.0
2018.0,2.0,RD19,Cowichan Valley,749000.0
2018.0,3.0,RD19,Cowichan Valley,959000.0
2018.0,4.0,RD19,Cowichan Valley,1076000.0
2018.0,5.0,RD19,Cowichan Valley,1354000.0
2018.0,6.0,RD19,Cowichan Valley,1693000.0
2018.0,7.0,RD19,Cowichan Valley,2315000.0
2018.0,8.0,RD19,Cowichan Valley,2463000.0
2018.0,9.0,RD19,Cowichan Valley,1783000.0
2018.0,10.0,RD19,Cowichan Valley,843000.0
2018.0,11.0,RD19,Cowichan Valley,815000.0
2018.0,12.0,RD19,Cowichan Valley,1365000.0
2019.0,1.0,RD19,Cowichan Valley,810000.0
2019.0,2.0,RD19,Cowichan Valley,853000.0
2019.0,3.0,RD19,Cowichan Valley,1717000.0
2019.0,4.0,RD19,Cowichan Valley,1388000.0
2019.0,5.0,RD19,Cowichan Valley,1693000.0
2019.0,6.0,RD19,Cowichan Valley,2681000.0
2019.0,7.0,RD19,Cowichan Valley,2430000.0
2019.0,8.0,RD19,Cowichan Valley,2698000.0
2019.0,9.0,RD19,Cowichan Valley,2717000.0
2019.0,10.0,RD19,Cowichan Valley,1336000.0
2019.0,11.0,RD19,Cowichan Valley,1121000.0
2019.0,12.0,RD19,Cowichan Valley,1474000.0
2010.0,1.0,RD19,Parksville,624000.0
2010.0,2.0,RD19,Parksville,600000.0
2010.0,3.0,RD19,Parksville,938000.0
2010.0,4.0,RD19,Parksville,991000.0
2010.0,5.0,RD19,Parksville,1180000.0
2010.0,6.0,RD19,Parksville,2323000.0
2010.0,7.0,RD19,Parksville,3530000.0
2010.0,8.0,RD19,Parksville,3496000.0
2010.0,9.0,RD19,Parksville,1489000.0
2010.0,10.0,RD19,Parksville,1372000.0
2010.0,11.0,RD19,Parksville,645000.0
2010.0,12.0,RD19,Parksville,682000.0
2011.0,1.0,RD19,Parksville,672000.0
2011.0,2.0,RD19,Parksville,640000.0
2011.0,3.0,RD19,Parksville,902000.0
2011.0,4.0,RD19,Parksville,1060000.0
2011.0,5.0,RD19,Parksville,1166000.0
2011.0,6.0,RD19,Parksville,1418000.0
2011.0,7.0,RD19,Parksville,3608000.0
2011.0,8.0,RD19,Parksville,3450000.0
2011.0,9.0,RD19,Parksville,1501000.0
2011.0,10.0,RD19,Parksville,1237000.0
2011.0,11.0,RD19,Parksville,594000.0
2011.0,12.0,RD19,Parksville,777000.0
2012.0,1.0,RD19,Parksville,625000.0
2012.0,2.0,RD19,Parksville,689000.0
2012.0,3.0,RD19,Parksville,1128000.0
2012.0,4.0,RD19,Parksville,1055000.0
2012.0,5.0,RD19,Parksville,1289000.0
2012.0,6.0,RD19,Parksville,1582000.0
2012.0,7.0,RD19,Parksville,3189000.0
2012.0,8.0,RD19,Parksville,3686000.0
2012.0,9.0,RD19,Parksville,1680000.0
2012.0,10.0,RD19,Parksville,1320000.0
2012.0,11.0,RD19,Parksville,690000.0
2012.0,12.0,RD19,Parksville,741000.0
2013.0,1.0,RD19,Parksville,613000.0
2013.0,2.0,RD19,Parksville,692000.0
2013.0,3.0,RD19,Parksville,1134000.0
2013.0,4.0,RD19,Parksville,844000.0
2013.0,5.0,RD19,Parksville,1238000.0
2013.0,6.0,RD19,Parksville,1591000.0
2013.0,7.0,RD19,Parksville,3152000.0
2013.0,8.0,RD19,Parksville,4132000.0
2013.0,9.0,RD19,Parksville,1682000.0
2013.0,10.0,RD19,Parksville,1043000.0
2013.0,11.0,RD19,Parksville,790000.0
2013.0,12.0,RD19,Parksville,787000.0
2014.0,1.0,RD19,Parksville,606000.0
2014.0,2.0,RD19,Parksville,763000.0
2014.0,3.0,RD19,Parksville,1113000.0
2014.0,4.0,RD19,Parksville,1152000.0
2014.0,5.0,RD19,Parksville,1361000.0
2014.0,6.0,RD19,Parksville,1765000.0
2014.0,7.0,RD19,Parksville,3535000.0
2014.0,8.0,RD19,Parksville,4256000.0
2014.0,9.0,RD19,Parksville,1881000.0
2014.0,10.0,RD19,Parksville,1100000.0
2014.0,11.0,RD19,Parksville,886000.0
2014.0,12.0,RD19,Parksville,971000.0
2015.0,1.0,RD19,Parksville,736000.0
2015.0,2.0,RD19,Parksville,891000.0
2015.0,3.0,RD19,Parksville,1249000.0
2015.0,4.0,RD19,Parksville,1143000.0
2015.0,5.0,RD19,Parksville,1592000.0
2015.0,6.0,RD19,Parksville,2038000.0
2015.0,7.0,RD19,Parksville,3992000.0
2015.0,8.0,RD19,Parksville,4634000.0
2015.0,9.0,RD19,Parksville,2397000.0
2015.0,10.0,RD19,Parksville,1255000.0
2015.0,11.0,RD19,Parksville,917000.0
2015.0,12.0,RD19,Parksville,1004000.0
2016.0,1.0,RD19,Parksville,700000.0
2016.0,2.0,RD19,Parksville,971000.0
2016.0,3.0,RD19,Parksville,1511000.0
2016.0,4.0,RD19,Parksville,1601000.0
2016.0,5.0,RD19,Parksville,1855000.0
2016.0,6.0,RD19,Parksville,2565000.0
2016.0,7.0,RD19,Parksville,4606000.0
2016.0,8.0,RD19,Parksville,4949000.0
2016.0,9.0,RD19,Parksville,2468000.0
2016.0,10.0,RD19,Parksville,1313000.0
2016.0,11.0,RD19,Parksville,972000.0
2016.0,12.0,RD19,Parksville,1104000.0
2017.0,1.0,RD19,Parksville,671000.0
2017.0,2.0,RD19,Parksville,926000.0
2017.0,3.0,RD19,Parksville,1590000.0
2017.0,4.0,RD19,Parksville,1640000.0
2017.0,5.0,RD19,Parksville,2021000.0
2017.0,6.0,RD19,Parksville,1979000.0
2017.0,7.0,RD19,Parksville,5105000.0
2017.0,8.0,RD19,Parksville,5467000.0
2017.0,9.0,RD19,Parksville,2661000.0
2017.0,10.0,RD19,Parksville,1520000.0
2017.0,11.0,RD19,Parksville,1198000.0
2017.0,12.0,RD19,Parksville,1237000.0
2018.0,1.0,RD19,Parksville,852000.0
2018.0,2.0,RD19,Parksville,972000.0
2018.0,3.0,RD19,Parksville,1770000.0
2018.0,4.0,RD19,Parksville,1572000.0
2018.0,5.0,RD19,Parksville,2061000.0
2018.0,6.0,RD19,Parksville,2932000.0
2018.0,7.0,RD19,Parksville,4833000.0
2018.0,8.0,RD19,Parksville,5639000.0
2018.0,9.0,RD19,Parksville,2768000.0
2018.0,10.0,RD19,Parksville,1434000.0
2018.0,11.0,RD19,Parksville,762000.0
2018.0,12.0,RD19,Parksville,1500000.0
2019.0,1.0,RD19,Parksville,870000.0
2019.0,2.0,RD19,Parksville,984000.0
2019.0,3.0,RD19,Parksville,2101000.0
2019.0,4.0,RD19,Parksville,1750000.0
2019.0,5.0,RD19,Parksville,2320000.0
2019.0,6.0,RD19,Parksville,3116000.0
2019.0,7.0,RD19,Parksville,4843000.0
2019.0,8.0,RD19,Parksville,5697000.0
2019.0,9.0,RD19,Parksville,3001000.0
2019.0,10.0,RD19,Parksville,1556000.0
2019.0,11.0,RD19,Parksville,1268000.0
2019.0,12.0,RD19,Parksville,1465000.0
2010.0,1.0,RD17,Southern Gulf Islands,
2010.0,2.0,RD17,Southern Gulf Islands,
2010.0,3.0,RD17,Southern Gulf Islands,
2010.0,4.0,RD17,Southern Gulf Islands,
2010.0,5.0,RD17,Southern Gulf Islands,
2010.0,6.0,RD17,Southern Gulf Islands,
2010.0,7.0,RD17,Southern Gulf Islands,
2010.0,8.0,RD17,Southern Gulf Islands,
2010.0,9.0,RD17,Southern Gulf Islands,
2010.0,10.0,RD17,Southern Gulf Islands,
2010.0,11.0,RD17,Southern Gulf Islands,
2010.0,12.0,RD17,Southern Gulf Islands,
2011.0,1.0,RD17,Southern Gulf Islands,
2011.0,2.0,RD17,Southern Gulf Islands,
2011.0,3.0,RD17,Southern Gulf Islands,
2011.0,4.0,RD17,Southern Gulf Islands,
2011.0,5.0,RD17,Southern Gulf Islands,
2011.0,6.0,RD17,Southern Gulf Islands,
2011.0,7.0,RD17,Southern Gulf Islands,
2011.0,8.0,RD17,Southern Gulf Islands,
2011.0,9.0,RD17,Southern Gulf Islands,
2011.0,10.0,RD17,Southern Gulf Islands,
2011.0,11.0,RD17,Southern Gulf Islands,
2011.0,12.0,RD17,Southern Gulf Islands,
2012.0,1.0,RD17,Southern Gulf Islands,
2012.0,2.0,RD17,Southern Gulf Islands,
2012.0,3.0,RD17,Southern Gulf Islands,
2012.0,4.0,RD17,Southern Gulf Islands,
2012.0,5.0,RD17,Southern Gulf Islands,
2012.0,6.0,RD17,Southern Gulf Islands,
2012.0,7.0,RD17,Southern Gulf Islands,
2012.0,8.0,RD17,Southern Gulf Islands,
2012.0,9.0,RD17,Southern Gulf Islands,
2012.0,10.0,RD17,Southern Gulf Islands,
2012.0,11.0,RD17,Southern Gulf Islands,
2012.0,12.0,RD17,Southern Gulf Islands,
2013.0,1.0,RD17,Southern Gulf Islands,
2013.0,2.0,RD17,Southern Gulf Islands,
2013.0,3.0,RD17,Southern Gulf Islands,
2013.0,4.0,RD17,Southern Gulf Islands,
2013.0,5.0,RD17,Southern Gulf Islands,
2013.0,6.0,RD17,Southern Gulf Islands,
2013.0,7.0,RD17,Southern Gulf Islands,
2013.0,8.0,RD17,Southern Gulf Islands,
2013.0,9.0,RD17,Southern Gulf Islands,
2013.0,10.0,RD17,Southern Gulf Islands,
2013.0,11.0,RD17,Southern Gulf Islands,
2013.0,12.0,RD17,Southern Gulf Islands,
2014.0,1.0,RD17,Southern Gulf Islands,
2014.0,2.0,RD17,Southern Gulf Islands,
2014.0,3.0,RD17,Southern Gulf Islands,
2014.0,4.0,RD17,Southern Gulf Islands,
2014.0,5.0,RD17,Southern Gulf Islands,
2014.0,6.0,RD17,Southern Gulf Islands,
2014.0,7.0,RD17,Southern Gulf Islands,
2014.0,8.0,RD17,Southern Gulf Islands,
2014.0,9.0,RD17,Southern Gulf Islands,
2014.0,10.0,RD17,Southern Gulf Islands,
2014.0,11.0,RD17,Southern Gulf Islands,
2014.0,12.0,RD17,Southern Gulf Islands,
2015.0,1.0,RD17,Southern Gulf Islands,
2015.0,2.0,RD17,Southern Gulf Islands,
2015.0,3.0,RD17,Southern Gulf Islands,
2015.0,4.0,RD17,Southern Gulf Islands,
2015.0,5.0,RD17,Southern Gulf Islands,
2015.0,6.0,RD17,Southern Gulf Islands,
2015.0,7.0,RD17,Southern Gulf Islands,
2015.0,8.0,RD17,Southern Gulf Islands,
2015.0,9.0,RD17,Southern Gulf Islands,
2015.0,10.0,RD17,Southern Gulf Islands,
2015.0,11.0,RD17,Southern Gulf Islands,
2015.0,12.0,RD17,Southern Gulf Islands,
2016.0,1.0,RD17,Southern Gulf Islands,
2016.0,2.0,RD17,Southern Gulf Islands,
2016.0,3.0,RD17,Southern Gulf Islands,
2016.0,4.0,RD17,Southern Gulf Islands,
2016.0,5.0,RD17,Southern Gulf Islands,
2016.0,6.0,RD17,Southern Gulf Islands,
2016.0,7.0,RD17,Southern Gulf Islands,
2016.0,8.0,RD17,Southern Gulf Islands,
2016.0,9.0,RD17,Southern Gulf Islands,
2016.0,10.0,RD17,Southern Gulf Islands,
2016.0,11.0,RD17,Southern Gulf Islands,
2016.0,12.0,RD17,Southern Gulf Islands,
2017.0,1.0,RD17,Southern Gulf Islands,
2017.0,2.0,RD17,Southern Gulf Islands,
2017.0,3.0,RD17,Southern Gulf Islands,
2017.0,4.0,RD17,Southern Gulf Islands,
2017.0,5.0,RD17,Southern Gulf Islands,
2017.0,6.0,RD17,Southern Gulf Islands,
2017.0,7.0,RD17,Southern Gulf Islands,
2017.0,8.0,RD17,Southern Gulf Islands,
2017.0,9.0,RD17,Southern Gulf Islands,
2017.0,10.0,RD17,Southern Gulf Islands,
2017.0,11.0,RD17,Southern Gulf Islands,
2017.0,12.0,RD17,Southern Gulf Islands,
2018.0,1.0,RD17,Southern Gulf Islands,
2018.0,2.0,RD17,Southern Gulf Islands,
2018.0,3.0,RD17,Southern Gulf Islands,
2018.0,4.0,RD17,Southern Gulf Islands,
2018.0,5.0,RD17,Southern Gulf Islands,
2018.0,6.0,RD17,Southern Gulf Islands,
2018.0,7.0,RD17,Southern Gulf Islands,
2018.0,8.0,RD17,Southern Gulf Islands,
2018.0,9.0,RD17,Southern Gulf Islands,
2018.0,10.0,RD17,Southern Gulf Islands,
2018.0,11.0,RD17,Southern Gulf Islands,
2018.0,12.0,RD17,Southern Gulf Islands,
2019.0,1.0,RD17,Southern Gulf Islands,
2019.0,2.0,RD17,Southern Gulf Islands,
2019.0,3.0,RD17,Southern Gulf Islands,
2019.0,4.0,RD17,Southern Gulf Islands,
2019.0,5.0,RD17,Southern Gulf Islands,
2019.0,6.0,RD17,Southern Gulf Islands,
2019.0,7.0,RD17,Southern Gulf Islands,
2019.0,8.0,RD17,Southern Gulf Islands,
2019.0,9.0,RD17,Southern Gulf Islands,1293000.0
2019.0,10.0,RD17,Southern Gulf Islands,679000.0
2019.0,11.0,RD17,Southern Gulf Islands,451000.0
2019.0,12.0,RD17,Southern Gulf Islands,681000.0
2010.0,1.0,UC40,Tofino,975000.0
2010.0,2.0,UC40,Tofino,1270000.0
2010.0,3.0,UC40,Tofino,1867000.0
2010.0,4.0,UC40,Tofino,1893000.0
2010.0,5.0,UC40,Tofino,2856000.0
2010.0,6.0,UC40,Tofino,3520000.0
2010.0,7.0,UC40,Tofino,5910000.0
2010.0,8.0,UC40,Tofino,6632000.0
2010.0,9.0,UC40,Tofino,3672000.0
2010.0,10.0,UC40,Tofino,2520000.0
2010.0,11.0,UC40,Tofino,1574000.0
2010.0,12.0,UC40,Tofino,1193000.0
2011.0,1.0,UC40,Tofino,957000.0
2011.0,2.0,UC40,Tofino,1276000.0
2011.0,3.0,UC40,Tofino,1749000.0
2011.0,4.0,UC40,Tofino,1862000.0
2011.0,5.0,UC40,Tofino,2503000.0
2011.0,6.0,UC40,Tofino,3325000.0
2011.0,7.0,UC40,Tofino,5774000.0
2011.0,8.0,UC40,Tofino,6749000.0
2011.0,9.0,UC40,Tofino,3678000.0
2011.0,10.0,UC40,Tofino,2210000.0
2011.0,11.0,UC40,Tofino,1535000.0
2011.0,12.0,UC40,Tofino,1320000.0
2012.0,1.0,UC40,Tofino,751000.0
2012.0,2.0,UC40,Tofino,1283000.0
2012.0,3.0,UC40,Tofino,1831000.0
2012.0,4.0,UC40,Tofino,1936000.0
2012.0,5.0,UC40,Tofino,2487000.0
2012.0,6.0,UC40,Tofino,3342000.0
2012.0,7.0,UC40,Tofino,5926000.0
2012.0,8.0,UC40,Tofino,6777000.0
2012.0,9.0,UC40,Tofino,3861000.0
2012.0,10.0,UC40,Tofino,2169000.0
2012.0,11.0,UC40,Tofino,1503000.0
2012.0,12.0,UC40,Tofino,1234000.0
2013.0,1.0,UC40,Tofino,845000.0
2013.0,2.0,UC40,Tofino,1388000.0
2013.0,3.0,UC40,Tofino,2060000.0
2013.0,4.0,UC40,Tofino,1735000.0
2013.0,5.0,UC40,Tofino,2657000.0
2013.0,6.0,UC40,Tofino,3672000.0
2013.0,7.0,UC40,Tofino,6182000.0
2013.0,8.0,UC40,Tofino,7024000.0
2013.0,9.0,UC40,Tofino,4294000.0
2013.0,10.0,UC40,Tofino,2254000.0
2013.0,11.0,UC40,Tofino,1652000.0
2013.0,12.0,UC40,Tofino,1426000.0
2014.0,1.0,UC40,Tofino,948000.0
2014.0,2.0,UC40,Tofino,1383000.0
2014.0,3.0,UC40,Tofino,2098000.0
2014.0,4.0,UC40,Tofino,2137000.0
2014.0,5.0,UC40,Tofino,2907000.0
2014.0,6.0,UC40,Tofino,4161000.0
2014.0,7.0,UC40,Tofino,6599000.0
2014.0,8.0,UC40,Tofino,7455000.0
2014.0,9.0,UC40,Tofino,4630000.0
2014.0,10.0,UC40,Tofino,2611000.0
2014.0,11.0,UC40,Tofino,1946000.0
2014.0,12.0,UC40,Tofino,1874000.0
2015.0,1.0,UC40,Tofino,1295000.0
2015.0,2.0,UC40,Tofino,2033000.0
2015.0,3.0,UC40,Tofino,3013000.0
2015.0,4.0,UC40,Tofino,2689000.0
2015.0,5.0,UC40,Tofino,3599000.0
2015.0,6.0,UC40,Tofino,4975000.0
2015.0,7.0,UC40,Tofino,7362000.0
2015.0,8.0,UC40,Tofino,7914000.0
2015.0,9.0,UC40,Tofino,5872000.0
2015.0,10.0,UC40,Tofino,3472000.0
2015.0,11.0,UC40,Tofino,2397000.0
2015.0,12.0,UC40,Tofino,2317000.0
2016.0,1.0,UC40,Tofino,1666000.0
2016.0,2.0,UC40,Tofino,2477000.0
2016.0,3.0,UC40,Tofino,3757000.0
2016.0,4.0,UC40,Tofino,2943000.0
2016.0,5.0,UC40,Tofino,4257000.0
2016.0,6.0,UC40,Tofino,5719000.0
2016.0,7.0,UC40,Tofino,8061000.0
2016.0,8.0,UC40,Tofino,8296000.0
2016.0,9.0,UC40,Tofino,6607000.0
2016.0,10.0,UC40,Tofino,3604000.0
2016.0,11.0,UC40,Tofino,2598000.0
2016.0,12.0,UC40,Tofino,2399000.0
2017.0,1.0,UC40,Tofino,1327000.0
2017.0,2.0,UC40,Tofino,2274000.0
2017.0,3.0,UC40,Tofino,3293000.0
2017.0,4.0,UC40,Tofino,3422000.0
2017.0,5.0,UC40,Tofino,4631000.0
2017.0,6.0,UC40,Tofino,5499000.0
2017.0,7.0,UC40,Tofino,8698000.0
2017.0,8.0,UC40,Tofino,8990000.0
2017.0,9.0,UC40,Tofino,6937000.0
2017.0,10.0,UC40,Tofino,3773000.0
2017.0,11.0,UC40,Tofino,2627000.0
2017.0,12.0,UC40,Tofino,2573000.0
2018.0,1.0,UC40,Tofino,1499000.0
2018.0,2.0,UC40,Tofino,2319000.0
2018.0,3.0,UC40,Tofino,3423000.0
2018.0,4.0,UC40,Tofino,2990000.0
2018.0,5.0,UC40,Tofino,4472000.0
2018.0,6.0,UC40,Tofino,6430000.0
2018.0,7.0,UC40,Tofino,9431000.0
2018.0,8.0,UC40,Tofino,9834000.0
2018.0,9.0,UC40,Tofino,7289000.0
2018.0,10.0,UC40,Tofino,3723000.0
2018.0,11.0,UC40,Tofino,2503000.0
2018.0,12.0,UC40,Tofino,4268000.0
2019.0,1.0,UC40,Tofino,1657000.0
2019.0,2.0,UC40,Tofino,2401000.0
